State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Andhra Pradesh,SRIKAKULAM,Jowar,2016,Rabi       ,6,21,3.5
Andhra Pradesh,SRIKAKULAM,Jowar,2017,Kharif     ,16,16,1
Andhra Pradesh,SRIKAKULAM,Jowar,2018,Kharif     ,8,1,0.13
Andhra Pradesh,SRIKAKULAM,Jowar,2019,Kharif     ,5,6,1.2
Andhra Pradesh,VISAKHAPATANAM,Jowar,1997,Kharif     ,1300,700,0.54
Andhra Pradesh,VISAKHAPATANAM,Jowar,1997,Rabi       ,100,100,1
Andhra Pradesh,VISAKHAPATANAM,Jowar,1998,Kharif     ,1800,500,0.28
Andhra Pradesh,VISAKHAPATANAM,Jowar,1998,Rabi       ,100,100,1
Andhra Pradesh,VISAKHAPATANAM,Jowar,1999,Kharif     ,1987,507,0.26
Andhra Pradesh,VISAKHAPATANAM,Jowar,1999,Rabi       ,139,62,0.45
Andhra Pradesh,VISAKHAPATANAM,Jowar,2000,Kharif     ,1492,554,0.37
Andhra Pradesh,VISAKHAPATANAM,Jowar,2000,Rabi       ,198,173,0.87
Andhra Pradesh,VISAKHAPATANAM,Jowar,2001,Kharif     ,1442,825,0.57
Andhra Pradesh,VISAKHAPATANAM,Jowar,2001,Rabi       ,94,69,0.73
Andhra Pradesh,VISAKHAPATANAM,Jowar,2002,Kharif     ,1537,512,0.33
Andhra Pradesh,VISAKHAPATANAM,Jowar,2002,Rabi       ,363,291,0.8
Andhra Pradesh,VISAKHAPATANAM,Jowar,2003,Kharif     ,1175,3476,2.96
Andhra Pradesh,VISAKHAPATANAM,Jowar,2003,Rabi       ,199,374,1.88
Andhra Pradesh,VISAKHAPATANAM,Jowar,2004,Kharif     ,1094,585,0.53
Andhra Pradesh,VISAKHAPATANAM,Jowar,2004,Rabi       ,69,130,1.88
Andhra Pradesh,VISAKHAPATANAM,Jowar,2005,Kharif     ,1279,710,0.56
Andhra Pradesh,VISAKHAPATANAM,Jowar,2005,Rabi       ,23,67,2.91
Andhra Pradesh,VISAKHAPATANAM,Jowar,2006,Kharif     ,1021,759,0.74
Andhra Pradesh,VISAKHAPATANAM,Jowar,2006,Rabi       ,9,19,2.11
Andhra Pradesh,VISAKHAPATANAM,Jowar,2007,Kharif     ,1000,2000,2
Andhra Pradesh,VISAKHAPATANAM,Jowar,2008,Kharif     ,1094,2795,2.55
Andhra Pradesh,VISAKHAPATANAM,Jowar,2008,Rabi       ,55,260,4.73
Andhra Pradesh,VISAKHAPATANAM,Jowar,2009,Kharif     ,833,982,1.18
Andhra Pradesh,VISAKHAPATANAM,Jowar,2009,Rabi       ,83,290,3.49
Andhra Pradesh,VISAKHAPATANAM,Jowar,2010,Kharif     ,982,1421,1.45
Andhra Pradesh,VISAKHAPATANAM,Jowar,2010,Rabi       ,3,12,4
Andhra Pradesh,VISAKHAPATANAM,Jowar,2011,Kharif     ,837,1800,2.15
Andhra Pradesh,VISAKHAPATANAM,Jowar,2011,Rabi       ,4,19,4.75
Andhra Pradesh,VISAKHAPATANAM,Jowar,2012,Kharif     ,1000,2000,2
Andhra Pradesh,VISAKHAPATANAM,Jowar,2013,Kharif     ,551,963,1.75
Andhra Pradesh,VISAKHAPATANAM,Jowar,2013,Rabi       ,12,55,4.58
Andhra Pradesh,VISAKHAPATANAM,Jowar,2014,Kharif     ,392,583,1.49
Andhra Pradesh,VISAKHAPATANAM,Jowar,2014,Rabi       ,6,27,4.5
Andhra Pradesh,VISAKHAPATANAM,Jowar,2015,Kharif     ,236,262,1.11
Andhra Pradesh,VISAKHAPATANAM,Jowar,2015,Rabi       ,1,4,4
Andhra Pradesh,VISAKHAPATANAM,Jowar,2016,Kharif     ,223,320,1.43
Andhra Pradesh,VISAKHAPATANAM,Jowar,2017,Kharif     ,285,290,1.02
Andhra Pradesh,VISAKHAPATANAM,Jowar,2018,Kharif     ,222,29,0.13
Andhra Pradesh,VISAKHAPATANAM,Jowar,2019,Kharif     ,184,138,0.75
Andhra Pradesh,VISAKHAPATANAM,Jowar,2019,Rabi       ,12,60,5
Andhra Pradesh,VIZIANAGARAM,Jowar,1997,Kharif     ,600,300,0.5
Andhra Pradesh,VIZIANAGARAM,Jowar,1997,Rabi       ,200,300,1.5
Andhra Pradesh,VIZIANAGARAM,Jowar,1998,Kharif     ,600,200,0.33
Andhra Pradesh,VIZIANAGARAM,Jowar,1999,Kharif     ,361,92,0.25
Andhra Pradesh,VIZIANAGARAM,Jowar,1999,Rabi       ,34,14,0.41
Andhra Pradesh,VIZIANAGARAM,Jowar,2000,Kharif     ,541,201,0.37
Andhra Pradesh,VIZIANAGARAM,Jowar,2000,Rabi       ,17,15,0.88
Andhra Pradesh,VIZIANAGARAM,Jowar,2001,Kharif     ,376,215,0.57
Andhra Pradesh,VIZIANAGARAM,Jowar,2001,Rabi       ,56,41,0.73
Andhra Pradesh,VIZIANAGARAM,Jowar,2002,Kharif     ,376,125,0.33
Andhra Pradesh,VIZIANAGARAM,Jowar,2002,Rabi       ,20,16,0.8
Andhra Pradesh,VIZIANAGARAM,Jowar,2003,Kharif     ,256,757,2.96
Andhra Pradesh,VIZIANAGARAM,Jowar,2003,Rabi       ,38,71,1.87
Andhra Pradesh,VIZIANAGARAM,Jowar,2004,Kharif     ,308,165,0.54
Andhra Pradesh,VIZIANAGARAM,Jowar,2004,Rabi       ,41,77,1.88
Andhra Pradesh,VIZIANAGARAM,Jowar,2005,Kharif     ,339,188,0.55
Andhra Pradesh,VIZIANAGARAM,Jowar,2005,Rabi       ,37,108,2.92
Andhra Pradesh,VIZIANAGARAM,Jowar,2006,Kharif     ,391,291,0.74
Andhra Pradesh,VIZIANAGARAM,Jowar,2006,Rabi       ,29,63,2.17
Andhra Pradesh,VIZIANAGARAM,Jowar,2007,Kharif     ,1000,1000,1
Andhra Pradesh,VIZIANAGARAM,Jowar,2008,Kharif     ,501,1280,2.55
Andhra Pradesh,VIZIANAGARAM,Jowar,2008,Rabi       ,42,198,4.71
Andhra Pradesh,VIZIANAGARAM,Jowar,2009,Kharif     ,440,519,1.18
Andhra Pradesh,VIZIANAGARAM,Jowar,2009,Rabi       ,5,17,3.4
Andhra Pradesh,VIZIANAGARAM,Jowar,2010,Kharif     ,454,657,1.45
Andhra Pradesh,VIZIANAGARAM,Jowar,2011,Kharif     ,334,718,2.15
Andhra Pradesh,VIZIANAGARAM,Jowar,2011,Rabi       ,13,61,4.69
Andhra Pradesh,VIZIANAGARAM,Jowar,2012,Kharif     ,1000,2000,2
Andhra Pradesh,VIZIANAGARAM,Jowar,2013,Kharif     ,280,489,1.75
Andhra Pradesh,VIZIANAGARAM,Jowar,2014,Kharif     ,125,186,1.49
Andhra Pradesh,VIZIANAGARAM,Jowar,2014,Rabi       ,5,23,4.6
Andhra Pradesh,VIZIANAGARAM,Jowar,2015,Kharif     ,46,51,1.11
Andhra Pradesh,VIZIANAGARAM,Jowar,2015,Rabi       ,1,4,4
Andhra Pradesh,VIZIANAGARAM,Jowar,2016,Kharif     ,50,72,1.44
Andhra Pradesh,VIZIANAGARAM,Jowar,2017,Kharif     ,54,55,1.02
Andhra Pradesh,VIZIANAGARAM,Jowar,2017,Rabi       ,7,30,4.29
Andhra Pradesh,VIZIANAGARAM,Jowar,2018,Kharif     ,6,1,0.17
Andhra Pradesh,WARANGAL,Jowar,1997,Kharif     ,1500,600,0.4
Andhra Pradesh,WARANGAL,Jowar,1997,Rabi       ,25400,19200,0.76
Andhra Pradesh,WARANGAL,Jowar,1998,Kharif     ,3400,1700,0.5
Andhra Pradesh,WARANGAL,Jowar,1998,Rabi       ,16800,9600,0.57
Andhra Pradesh,WARANGAL,Jowar,1999,Kharif     ,2034,718,0.35
Andhra Pradesh,WARANGAL,Jowar,1999,Rabi       ,13827,5780,0.42
Andhra Pradesh,WARANGAL,Jowar,2000,Kharif     ,1401,793,0.57
Andhra Pradesh,WARANGAL,Jowar,2000,Rabi       ,9491,3236,0.34
Andhra Pradesh,WARANGAL,Jowar,2001,Kharif     ,1029,1037,1.01
Andhra Pradesh,WARANGAL,Jowar,2001,Rabi       ,10356,5830,0.56
Andhra Pradesh,WARANGAL,Jowar,2002,Kharif     ,1377,1205,0.88
Andhra Pradesh,WARANGAL,Jowar,2002,Rabi       ,16526,10560,0.64
Andhra Pradesh,WARANGAL,Jowar,2003,Kharif     ,1598,1679,1.05
Andhra Pradesh,WARANGAL,Jowar,2003,Rabi       ,10343,5616,0.54
Andhra Pradesh,WARANGAL,Jowar,2004,Kharif     ,1448,995,0.69
Andhra Pradesh,WARANGAL,Jowar,2004,Rabi       ,9894,5491,0.55
Andhra Pradesh,WARANGAL,Jowar,2005,Kharif     ,743,530,0.71
Andhra Pradesh,WARANGAL,Jowar,2005,Rabi       ,7662,3877,0.51
Andhra Pradesh,WARANGAL,Jowar,2006,Kharif     ,402,275,0.68
Andhra Pradesh,WARANGAL,Jowar,2006,Rabi       ,6687,4219,0.63
Andhra Pradesh,WARANGAL,Jowar,2007,Rabi       ,7000,4000,0.57
Andhra Pradesh,WARANGAL,Jowar,2008,Kharif     ,75,53,0.71
Andhra Pradesh,WARANGAL,Jowar,2008,Rabi       ,4860,3917,0.81
Andhra Pradesh,WARANGAL,Jowar,2009,Kharif     ,101,111,1.1
Andhra Pradesh,WARANGAL,Jowar,2009,Rabi       ,11288,8093,0.72
Andhra Pradesh,WARANGAL,Jowar,2010,Kharif     ,134,109,0.81
Andhra Pradesh,WARANGAL,Jowar,2010,Rabi       ,4479,3297,0.74
Andhra Pradesh,WARANGAL,Jowar,2011,Kharif     ,190,25,0.13
Andhra Pradesh,WARANGAL,Jowar,2011,Rabi       ,2878,2610,0.91
Andhra Pradesh,WARANGAL,Jowar,2012,Rabi       ,3000,2000,0.67
Andhra Pradesh,WEST GODAVARI,Jowar,1997,Kharif     ,300,200,0.67
Andhra Pradesh,WEST GODAVARI,Jowar,1997,Rabi       ,300,500,1.67
Andhra Pradesh,WEST GODAVARI,Jowar,1998,Kharif     ,400,100,0.25
Andhra Pradesh,WEST GODAVARI,Jowar,1998,Rabi       ,100,100,1
Andhra Pradesh,WEST GODAVARI,Jowar,1999,Kharif     ,321,82,0.26
Andhra Pradesh,WEST GODAVARI,Jowar,1999,Rabi       ,86,34,0.4
Andhra Pradesh,WEST GODAVARI,Jowar,2000,Kharif     ,327,121,0.37
Andhra Pradesh,WEST GODAVARI,Jowar,2000,Rabi       ,21,18,0.86
Andhra Pradesh,WEST GODAVARI,Jowar,2001,Kharif     ,324,185,0.57
Andhra Pradesh,WEST GODAVARI,Jowar,2001,Rabi       ,1138,840,0.74
Andhra Pradesh,WEST GODAVARI,Jowar,2002,Kharif     ,479,160,0.33
Andhra Pradesh,WEST GODAVARI,Jowar,2002,Rabi       ,1823,1461,0.8
Andhra Pradesh,WEST GODAVARI,Jowar,2003,Kharif     ,430,1272,2.96
Andhra Pradesh,WEST GODAVARI,Jowar,2003,Rabi       ,1182,2220,1.88
Andhra Pradesh,WEST GODAVARI,Jowar,2004,Kharif     ,380,203,0.53
Andhra Pradesh,WEST GODAVARI,Jowar,2004,Rabi       ,66,124,1.88
Andhra Pradesh,WEST GODAVARI,Jowar,2005,Kharif     ,342,190,0.56
Andhra Pradesh,WEST GODAVARI,Jowar,2005,Rabi       ,156,455,2.92
Andhra Pradesh,WEST GODAVARI,Jowar,2006,Kharif     ,174,129,0.74
Andhra Pradesh,WEST GODAVARI,Jowar,2006,Rabi       ,212,457,2.16
Andhra Pradesh,WEST GODAVARI,Jowar,2008,Rabi       ,75,354,4.72
Andhra Pradesh,WEST GODAVARI,Jowar,2009,Kharif     ,30,35,1.17
Andhra Pradesh,WEST GODAVARI,Jowar,2009,Rabi       ,542,1894,3.49
Andhra Pradesh,WEST GODAVARI,Jowar,2010,Kharif     ,50,72,1.44
Andhra Pradesh,WEST GODAVARI,Jowar,2011,Kharif     ,66,142,2.15
Andhra Pradesh,WEST GODAVARI,Jowar,2011,Rabi       ,78,363,4.65
Andhra Pradesh,WEST GODAVARI,Jowar,2013,Kharif     ,13,23,1.77
Andhra Pradesh,WEST GODAVARI,Jowar,2013,Rabi       ,239,1102,4.61
Andhra Pradesh,WEST GODAVARI,Jowar,2014,Kharif     ,56,83,1.48
Andhra Pradesh,WEST GODAVARI,Jowar,2014,Rabi       ,123,556,4.52
Andhra Pradesh,WEST GODAVARI,Jowar,2015,Kharif     ,55,61,1.11
Andhra Pradesh,WEST GODAVARI,Jowar,2015,Rabi       ,8,13,1.63
Andhra Pradesh,WEST GODAVARI,Jowar,2016,Kharif     ,35,50,1.43
Andhra Pradesh,WEST GODAVARI,Jowar,2016,Rabi       ,4,14,3.5
Andhra Pradesh,WEST GODAVARI,Jowar,2017,Kharif     ,16,16,1
Andhra Pradesh,WEST GODAVARI,Jowar,2017,Rabi       ,60,255,4.25
Andhra Pradesh,WEST GODAVARI,Jowar,2018,Rabi       ,2,5,2.5
Andhra Pradesh,ADILABAD,Linseed,1999,Rabi       ,3890,210,0.05
Andhra Pradesh,ADILABAD,Linseed,2000,Rabi       ,4133,752,0.18
Andhra Pradesh,ADILABAD,Linseed,2001,Rabi       ,4638,1248,0.27
Andhra Pradesh,ADILABAD,Linseed,2002,Rabi       ,2966,902,0.3
Andhra Pradesh,ADILABAD,Linseed,2003,Rabi       ,3876,1074,0.28
Andhra Pradesh,ADILABAD,Linseed,2004,Rabi       ,3352,335,0.1
Andhra Pradesh,ADILABAD,Linseed,2005,Rabi       ,3053,1139,0.37
Andhra Pradesh,ADILABAD,Linseed,2006,Rabi       ,2129,585,0.27
Andhra Pradesh,ADILABAD,Linseed,2009,Rabi       ,102,16,0.16
Andhra Pradesh,ADILABAD,Linseed,2010,Rabi       ,133,17,0.13
Andhra Pradesh,ANANTAPUR,Linseed,1999,Rabi       ,12,1,0.08
Andhra Pradesh,ANANTAPUR,Linseed,2000,Rabi       ,8,2,0.25
Andhra Pradesh,ANANTAPUR,Linseed,2001,Rabi       ,5,1,0.2
Andhra Pradesh,ANANTAPUR,Linseed,2002,Rabi       ,8,2,0.25
Andhra Pradesh,ANANTAPUR,Linseed,2003,Rabi       ,7,2,0.29
Andhra Pradesh,ANANTAPUR,Linseed,2004,Rabi       ,34,4,0.12
Andhra Pradesh,ANANTAPUR,Linseed,2005,Rabi       ,29,11,0.38
Andhra Pradesh,ANANTAPUR,Linseed,2006,Rabi       ,15,4,0.27
Andhra Pradesh,ANANTAPUR,Linseed,2008,Rabi       ,14,5,0.36
Andhra Pradesh,ANANTAPUR,Linseed,2012,Kharif     ,7,3,0.43
Andhra Pradesh,ANANTAPUR,Linseed,2013,Kharif     ,7,3,0.43
Andhra Pradesh,ANANTAPUR,Linseed,2015,Kharif     ,1,1,1
Andhra Pradesh,CHITTOOR,Linseed,1999,Rabi       ,28,2,0.07
Andhra Pradesh,CHITTOOR,Linseed,2000,Rabi       ,30,6,0.2
Andhra Pradesh,CHITTOOR,Linseed,2001,Rabi       ,21,5,0.24
Andhra Pradesh,CHITTOOR,Linseed,2002,Rabi       ,14,4,0.29
Andhra Pradesh,CHITTOOR,Linseed,2003,Rabi       ,19,5,0.26
Andhra Pradesh,CHITTOOR,Linseed,2004,Rabi       ,11,1,0.09
Andhra Pradesh,CHITTOOR,Linseed,2005,Rabi       ,5,2,0.4
Andhra Pradesh,CHITTOOR,Linseed,2006,Rabi       ,4,1,0.25
Andhra Pradesh,CHITTOOR,Linseed,2010,Rabi       ,18,,0
Andhra Pradesh,CHITTOOR,Linseed,2011,Rabi       ,11,2,0.18
Andhra Pradesh,CHITTOOR,Linseed,2015,Kharif     ,9,4,0.44
Andhra Pradesh,CHITTOOR,Linseed,2017,Kharif     ,8,4,0.5
Andhra Pradesh,CHITTOOR,Linseed,2018,Kharif     ,9,,0
Andhra Pradesh,CHITTOOR,Linseed,2019,Kharif     ,9,,0
Andhra Pradesh,EAST GODAVARI,Linseed,2000,Rabi       ,14,3,0.21
Andhra Pradesh,GUNTUR,Linseed,2010,Rabi       ,137,32,0.23
Andhra Pradesh,KADAPA,Linseed,2008,Rabi       ,528,197,0.37
Andhra Pradesh,KADAPA,Linseed,2010,Rabi       ,289,67,0.23
Andhra Pradesh,KADAPA,Linseed,2011,Rabi       ,350,74,0.21
Andhra Pradesh,KADAPA,Linseed,2012,Kharif     ,415,200,0.48
Andhra Pradesh,KADAPA,Linseed,2013,Kharif     ,466,225,0.48
Andhra Pradesh,KADAPA,Linseed,2014,Kharif     ,361,174,0.48
Andhra Pradesh,KADAPA,Linseed,2015,Kharif     ,249,120,0.48
Andhra Pradesh,KADAPA,Linseed,2016,Kharif     ,219,106,0.48
Andhra Pradesh,KADAPA,Linseed,2017,Kharif     ,216,104,0.48
Andhra Pradesh,KADAPA,Linseed,2018,Kharif     ,142,,0
Andhra Pradesh,KADAPA,Linseed,2019,Kharif     ,124,,0
Andhra Pradesh,KRISHNA,Linseed,2008,Rabi       ,7,3,0.43
Andhra Pradesh,KRISHNA,Linseed,2010,Rabi       ,5,1,0.2
Andhra Pradesh,KURNOOL,Linseed,1999,Rabi       ,6,1,0.17
Andhra Pradesh,KURNOOL,Linseed,2000,Rabi       ,6,1,0.17
Andhra Pradesh,KURNOOL,Linseed,2002,Rabi       ,2,1,0.5
Andhra Pradesh,KURNOOL,Linseed,2003,Rabi       ,1,0,0
Andhra Pradesh,KURNOOL,Linseed,2004,Rabi       ,6,1,0.17
Andhra Pradesh,KURNOOL,Linseed,2005,Rabi       ,6,2,0.33
Andhra Pradesh,MEDAK,Linseed,1999,Rabi       ,1034,85,0.08
Andhra Pradesh,MEDAK,Linseed,2000,Rabi       ,1106,292,0.26
Andhra Pradesh,MEDAK,Linseed,2001,Rabi       ,1000,115,0.12
Andhra Pradesh,MEDAK,Linseed,2002,Rabi       ,754,229,0.3
Andhra Pradesh,MEDAK,Linseed,2003,Rabi       ,586,98,0.17
Andhra Pradesh,MEDAK,Linseed,2004,Rabi       ,684,116,0.17
Andhra Pradesh,MEDAK,Linseed,2005,Rabi       ,707,264,0.37
Andhra Pradesh,MEDAK,Linseed,2006,Rabi       ,637,175,0.27
Andhra Pradesh,MEDAK,Linseed,2008,Rabi       ,357,134,0.38
Andhra Pradesh,MEDAK,Linseed,2009,Rabi       ,571,84,0.15
Andhra Pradesh,MEDAK,Linseed,2010,Rabi       ,545,141,0.26
Andhra Pradesh,MEDAK,Linseed,2011,Rabi       ,383,82,0.21
Andhra Pradesh,NIZAMABAD,Linseed,1999,Rabi       ,91,5,0.05
Andhra Pradesh,NIZAMABAD,Linseed,2000,Rabi       ,52,10,0.19
Andhra Pradesh,NIZAMABAD,Linseed,2001,Rabi       ,74,18,0.24
Andhra Pradesh,NIZAMABAD,Linseed,2002,Rabi       ,35,11,0.31
Andhra Pradesh,RANGAREDDI,Linseed,1999,Rabi       ,330,20,0.06
Andhra Pradesh,RANGAREDDI,Linseed,2000,Rabi       ,137,27,0.2
Andhra Pradesh,RANGAREDDI,Linseed,2001,Rabi       ,134,32,0.24
Andhra Pradesh,RANGAREDDI,Linseed,2002,Rabi       ,291,89,0.31
Andhra Pradesh,RANGAREDDI,Linseed,2003,Rabi       ,53,14,0.26
Andhra Pradesh,RANGAREDDI,Linseed,2004,Rabi       ,94,10,0.11
Andhra Pradesh,RANGAREDDI,Linseed,2005,Rabi       ,45,17,0.38
Andhra Pradesh,RANGAREDDI,Linseed,2006,Rabi       ,45,12,0.27
Andhra Pradesh,RANGAREDDI,Linseed,2008,Rabi       ,21,8,0.38
Andhra Pradesh,RANGAREDDI,Linseed,2010,Rabi       ,2,,0
Andhra Pradesh,VIZIANAGARAM,Linseed,1999,Rabi       ,473,182,0.38
Andhra Pradesh,ADILABAD,Maize,1997,Kharif     ,23900,63000,2.64
Andhra Pradesh,ADILABAD,Maize,1997,Rabi       ,4600,13700,2.98
Andhra Pradesh,ADILABAD,Maize,1998,Kharif     ,24900,59500,2.39
Andhra Pradesh,ADILABAD,Maize,1998,Rabi       ,4400,18400,4.18
Andhra Pradesh,ADILABAD,Maize,1999,Kharif     ,25763,65721,2.55
Andhra Pradesh,ADILABAD,Maize,1999,Rabi       ,4761,18306,3.84
Andhra Pradesh,ADILABAD,Maize,2000,Kharif     ,25795,73928,2.87
Andhra Pradesh,ADILABAD,Maize,2000,Rabi       ,4703,21601,4.59
Andhra Pradesh,ADILABAD,Maize,2001,Kharif     ,22470,85498,3.8
Andhra Pradesh,ADILABAD,Maize,2001,Rabi       ,5243,23798,4.54
Andhra Pradesh,ADILABAD,Maize,2002,Kharif     ,23626,49993,2.12
Andhra Pradesh,ADILABAD,Maize,2002,Rabi       ,4679,18884,4.04
Andhra Pradesh,ADILABAD,Maize,2003,Kharif     ,24496,97984,4
Andhra Pradesh,ADILABAD,Maize,2003,Rabi       ,5963,26255,4.4
Andhra Pradesh,ADILABAD,Maize,2004,Kharif     ,20919,62150,2.97
Andhra Pradesh,ADILABAD,Maize,2004,Rabi       ,5598,12332,2.2
Andhra Pradesh,ADILABAD,Maize,2005,Kharif     ,20852,74233,3.56
Andhra Pradesh,ADILABAD,Maize,2005,Rabi       ,6301,17939,2.85
Andhra Pradesh,ADILABAD,Maize,2006,Kharif     ,19286,58437,3.03
Andhra Pradesh,ADILABAD,Maize,2006,Rabi       ,5771,19575,3.39
Andhra Pradesh,ADILABAD,Maize,2007,Kharif     ,18000,61000,3.39
Andhra Pradesh,ADILABAD,Maize,2007,Rabi       ,6000,15000,2.5
Andhra Pradesh,ADILABAD,Maize,2008,Kharif     ,17574,83107,4.73
Andhra Pradesh,ADILABAD,Maize,2008,Rabi       ,15049,54372,3.61
Andhra Pradesh,ADILABAD,Maize,2009,Kharif     ,13766,52531,3.82
Andhra Pradesh,ADILABAD,Maize,2009,Rabi       ,4133,15937,3.86
Andhra Pradesh,ADILABAD,Maize,2010,Kharif     ,13638,57375,4.21
Andhra Pradesh,ADILABAD,Maize,2010,Rabi       ,6725,22462,3.34
Andhra Pradesh,ADILABAD,Maize,2011,Kharif     ,13118,28059,2.14
Andhra Pradesh,ADILABAD,Maize,2011,Rabi       ,4929,24344,4.94
Andhra Pradesh,ADILABAD,Maize,2012,Kharif     ,13000,39000,3
Andhra Pradesh,ADILABAD,Maize,2012,Rabi       ,9000,30000,3.33
Andhra Pradesh,ANANTAPUR,Maize,1997,Kharif     ,2800,4900,1.75
Andhra Pradesh,ANANTAPUR,Maize,1997,Rabi       ,600,2400,4
Andhra Pradesh,ANANTAPUR,Maize,1998,Kharif     ,3300,6700,2.03
Andhra Pradesh,ANANTAPUR,Maize,1998,Rabi       ,300,1600,5.33
Andhra Pradesh,ANANTAPUR,Maize,1999,Kharif     ,3358,9540,2.84
Andhra Pradesh,ANANTAPUR,Maize,1999,Rabi       ,455,2203,4.84
Andhra Pradesh,ANANTAPUR,Maize,2000,Kharif     ,3475,9049,2.6
Andhra Pradesh,ANANTAPUR,Maize,2000,Rabi       ,399,2148,5.38
Andhra Pradesh,ANANTAPUR,Maize,2001,Kharif     ,2667,7129,2.67
Andhra Pradesh,ANANTAPUR,Maize,2001,Rabi       ,447,2893,6.47
Andhra Pradesh,ANANTAPUR,Maize,2002,Kharif     ,3541,3431,0.97
Andhra Pradesh,ANANTAPUR,Maize,2002,Rabi       ,1288,8933,6.94
Andhra Pradesh,ANANTAPUR,Maize,2003,Kharif     ,6246,10718,1.72
Andhra Pradesh,ANANTAPUR,Maize,2003,Rabi       ,1212,6787,5.6
Andhra Pradesh,ANANTAPUR,Maize,2004,Kharif     ,3495,10031,2.87
Andhra Pradesh,ANANTAPUR,Maize,2004,Rabi       ,3572,25822,7.23
Andhra Pradesh,ANANTAPUR,Maize,2005,Kharif     ,5958,21538,3.61
Andhra Pradesh,ANANTAPUR,Maize,2005,Rabi       ,1435,10721,7.47
Andhra Pradesh,ANANTAPUR,Maize,2006,Kharif     ,4877,20181,4.14
Andhra Pradesh,ANANTAPUR,Maize,2006,Rabi       ,3120,23640,7.58
Andhra Pradesh,ANANTAPUR,Maize,2007,Kharif     ,7000,32000,4.57
Andhra Pradesh,ANANTAPUR,Maize,2007,Rabi       ,6000,48000,8
Andhra Pradesh,ANANTAPUR,Maize,2008,Kharif     ,6041,20896,3.46
Andhra Pradesh,ANANTAPUR,Maize,2008,Rabi       ,3658,32300,8.83
Andhra Pradesh,ANANTAPUR,Maize,2009,Kharif     ,8852,43924,4.96
Andhra Pradesh,ANANTAPUR,Maize,2009,Rabi       ,4615,33736,7.31
Andhra Pradesh,ANANTAPUR,Maize,2010,Kharif     ,10726,51174,4.77
Andhra Pradesh,ANANTAPUR,Maize,2010,Rabi       ,4750,43306,9.12
Andhra Pradesh,ANANTAPUR,Maize,2011,Kharif     ,25447,63465,2.49
Andhra Pradesh,ANANTAPUR,Maize,2011,Rabi       ,6208,48168,7.76
Andhra Pradesh,ANANTAPUR,Maize,2012,Kharif     ,22000,63000,2.86
Andhra Pradesh,ANANTAPUR,Maize,2012,Rabi       ,7000,50000,7.14
Andhra Pradesh,ANANTAPUR,Maize,2013,Kharif     ,27087,53226,1.97
Andhra Pradesh,ANANTAPUR,Maize,2013,Rabi       ,7777,57970,7.45
Andhra Pradesh,ANANTAPUR,Maize,2014,Kharif     ,16839,42687,2.54
Andhra Pradesh,ANANTAPUR,Maize,2014,Rabi       ,4474,31618,7.07
Andhra Pradesh,ANANTAPUR,Maize,2015,Kharif     ,13743,39662,2.89
Andhra Pradesh,ANANTAPUR,Maize,2015,Rabi       ,4100,16006,3.9
Andhra Pradesh,ANANTAPUR,Maize,2016,Kharif     ,14131,29152,2.06
Andhra Pradesh,ANANTAPUR,Maize,2016,Rabi       ,4175,18925,4.53
Andhra Pradesh,ANANTAPUR,Maize,2017,Kharif     ,19044,71720,3.77
Andhra Pradesh,ANANTAPUR,Maize,2017,Rabi       ,4222,19860,4.7
Andhra Pradesh,ANANTAPUR,Maize,2018,Kharif     ,14627,41497,2.84
Andhra Pradesh,ANANTAPUR,Maize,2018,Rabi       ,3759,11119,2.96
Andhra Pradesh,ANANTAPUR,Maize,2019,Kharif     ,14089,39365,2.79
Andhra Pradesh,ANANTAPUR,Maize,2019,Rabi       ,8952,43077,4.81
Andhra Pradesh,CHITTOOR,Maize,1997,Kharif     ,100,300,3
Andhra Pradesh,CHITTOOR,Maize,1998,Kharif     ,100,300,3
Andhra Pradesh,CHITTOOR,Maize,1998,Rabi       ,100,300,3
Andhra Pradesh,CHITTOOR,Maize,1999,Kharif     ,181,514,2.84
Andhra Pradesh,CHITTOOR,Maize,1999,Rabi       ,67,324,4.84
Andhra Pradesh,CHITTOOR,Maize,2000,Kharif     ,357,930,2.61
Andhra Pradesh,CHITTOOR,Maize,2000,Rabi       ,56,302,5.39
Andhra Pradesh,CHITTOOR,Maize,2001,Kharif     ,294,786,2.67
Andhra Pradesh,CHITTOOR,Maize,2001,Rabi       ,81,524,6.47
Andhra Pradesh,CHITTOOR,Maize,2002,Kharif     ,261,253,0.97
Andhra Pradesh,CHITTOOR,Maize,2002,Rabi       ,284,1968,6.93
Andhra Pradesh,CHITTOOR,Maize,2003,Kharif     ,742,1273,1.72
Andhra Pradesh,CHITTOOR,Maize,2003,Rabi       ,392,2195,5.6
Andhra Pradesh,CHITTOOR,Maize,2004,Kharif     ,509,1461,2.87
Andhra Pradesh,CHITTOOR,Maize,2004,Rabi       ,354,2559,7.23
Andhra Pradesh,CHITTOOR,Maize,2005,Kharif     ,417,2150,5.16
Andhra Pradesh,CHITTOOR,Maize,2005,Rabi       ,356,2660,7.47
Andhra Pradesh,CHITTOOR,Maize,2006,Kharif     ,386,1378,3.57
Andhra Pradesh,CHITTOOR,Maize,2006,Rabi       ,788,5971,7.58
Andhra Pradesh,CHITTOOR,Maize,2007,Kharif     ,1000,3000,3
